DEPTH_M,VSHALE,PHIE,TEMP_C,PRESSURE_PA,K_MINERAL_PA,MU_MINERAL_PA,RHO_MINERAL_KGM3,K_DRY_PA,MU_DRY_PA,RHO_BRINE_FLUID_KGM3,K_BRINE_FLUID_PA,VP_BRINE_MPS,VS_BRINE_MPS,RHO_BRINE_KGM3,AI_BRINE,VPVS_BRINE,VP_OIL_MPS,VS_OIL_MPS,RHO_OIL_KGM3,VP_GAS_MPS,VS_GAS_MPS,RHO_GAS_KGM3,AI_OIL,VPVS_OIL,AI_GAS,VPVS_GAS
2003.2003999999988,0.8618645502807726,0.27486853416702434,68.09601199999997,20032003.99999999,22642578626.23914,9939231101.619778,2589.669481480346,5990247167.697354,2629490745.659673,1012.0163641609083,2665455721.9422145,2537.012738935711,1104.3562692380929,2156.0222816987157,5469855.994098879,2.297277436280615,,,,,,,,,,
2003.3527999999988,0.8635843058780494,0.2731967170488679,68.10058399999997,20033527.999999985,22620374579.329765,9900031215.783531,2589.5490985885367,6060035800.74763,2652234753.4858947,1012.0146604279773,2665465257.0613127,2543.217608183171,1108.4668875938905,2158.571869051542,5489717.985900739,2.2943559583486004,,,,,,,,,,
2003.5051999999987,0.8663550323781157,0.27230646293215977,68.10515599999997,20035051.99999999,22584629929.18097,9836919874.443382,2589.3551477335322,6090878307.208431,2652931753.1822634,1012.0129565787406,2665474789.517393,2544.5302613069266,1108.2883914478598,2159.8346748265085,5495764.689516056,2.2959098741283133,,,,,,,,,,
2003.6575999999986,0.8706319560084688,0.27231046742316745,68.10972799999996,20036575.999999985,22529523241.10415,9739606800.029116,2589.055763079407,6075834851.654349,2626608730.4085546,1012.011252613201,2665484319.31059,2539.9402012494324,1102.8336863644574,2159.610035287214,5485280.3476477,2.30310357096768,,,,,,,,,,
2003.8099999999986,0.8765375146515544,0.2728830629481275,68.11429999999996,20038099.999999985,22453569282.552094,9605446731.398993,2588.6423739743914,6029490957.763298,2579365154.9756846,1012.009548531362,2665493846.4410415,2530.9118592925515,1093.1753911301166,2158.405979422937,5462735.290489466,2.3151928591038935,,,,,,,,,,
2003.9623999999985,0.8834603733697933,0.273510979597248,68.11887199999995,20039623.999999985,22364732346.097557,9448480374.71951,2588.1577738641145,5977451250.436408,2525307701.2766423,1012.0078443332272,2665503370.908882,2520.566613242341,1081.9960873076695,2157.0634626459882,5437022.146590396,2.329552428894883,,,,,,,,,,
2004.1147999999985,0.8899981386673089,0.2738318706226299,68.12344399999995,20041147.999999985,22281034483.654766,9300541579.090153,2587.700130293288,5940757024.716476,2479788708.202944,1012.0061400187999,2665512892.7142444,2512.098092770755,1072.4086561983654,2156.2248974075887,5416648.452362421,2.34248211094828,,,,,,,,,,
2004.2671999999984,0.8943637555476849,0.27379191809971876,68.12801599999995,20042671.99999998,22225250844.059753,9201912400.08731,2587.394537111662,5927661561.680345,2454227527.53884,1012.0044355880826,2665522411.8572617,2507.631187976765,1066.9066950597005,2156.0654594602106,5406616.989461877,2.350375341712938,,,,,,,,,,
2004.4195999999984,0.8951682032137162,0.27352342397907875,68.13258799999996,20044195.999999985,22214980856.807053,9183751715.609226,2587.33822577504,5936872802.052448,2454324229.7909164,1012.0027310410793,2665531928.3380713,2508.020243282106,1066.8333074661443,2156.4470673396313,5408412.898454126,2.350901706695821,,,,,,,,,,
2004.5719999999983,0.8921238160737796,0.27308162522030344,68.13715999999994,20045719.99999998,22253862127.94871,9252502082.155308,2587.5513328748357,5966987923.3427515,2480898275.881132,1012.0010263777932,2665541442.156813,2513.329518714575,1072.3818602052327,2157.2974945602764,5421999.473727338,2.3436889525840856,,,,,,,,,,
2004.7243999999982,0.8861860213854602,0.2723232079013088,68.14173199999996,20047243.999999985,22329814814.6801,9386768833.017006,2587.966978503018,6021404013.808783,2531213446.9948816,1011.9993215982271,2665550953.313612,2523.233487397072,1082.8261666716996,2158.794410625996,5447142.349297139,2.3302295096476806,,,,,,,,,,
2004.8767999999982,0.879044555061931,0.27106600530239444,68.14630399999994,20048767.99999998,22421372965.492996,9548565383.809093,2588.466881145665,6102979604.011405,2599069195.0328965,1011.997616702385,2665560461.8086066,2536.825999458052,1096.6486409709642,2161.139655151021,5482435.26564692,2.3132532195653535,,,,,,,,,,
2005.0291999999981,0.8722767393077462,0.26939588075412435,68.15087599999995,20050291.999999985,22508353029.07721,9702217015.434048,2588.940628248458,6202924038.408493,2673768048.3839064,1011.9959116902697,2665569967.6419334,2552.06086617221,1111.53047449224,2164.118217430702,5522961.412475256,2.2959882115135177,,,,,,,,,,
2005.181599999998,0.8668076837466299,0.2678053666016721,68.15544799999995,20051815.99999998,22578793707.11013,9826614588.56765,2589.323462137736,6295626569.574306,2739946903.065579,1011.9942065618843,2665579470.8137255,2565.6037303487137,1124.4781346122509,2166.9062225967027,5559422.688009941,2.281595036290679,,,,,,,,,,
2005.333999999998,0.8629352583253587,0.2669949250204442,68.16001999999995,20053339.99999998,22628752935.863,9914823042.38528,2589.594531917225,6347144991.669338,2781011379.4219775,1011.9925013172326,2665588971.3241186,2573.7252792342238,1132.487472300999,2168.38279604508,5580821.61723781,2.2726302428802185,,,,,,,,,,
2005.486399999998,0.8607421556331256,0.26744742134422705,68.16459199999994,20054863.99999998,22657077413.502625,9964826223.234205,2589.7480491056813,6334063273.96111,2785789122.756711,1011.9907959563177,2665598469.1732435,2573.9456719819786,1133.6171887908804,2167.7809402437333,5579750.368945382,2.270559848097714,,,,,,,,,,
2005.638799999998,0.8603065698796907,0.2691124699230655,68.16916399999994,20056387.99999998,22662705760.495712,9974761767.617247,2589.7785401084216,6258538313.47986,2754632626.404497,1011.9890904791426,2665607964.3612404,2566.3971355646386,1127.9381057972194,2165.175724300132,5556700.776837951,2.2752996129612324,,,,,,,,,,
2005.7911999999978,0.8615974011001161,0.2714376867834485,68.17373599999993,20057911.999999978,22646029058.304024,9945322361.318317,2589.688181922992,6147115832.854359,2699592427.11838,1011.9873848857111,2665617456.8882403,2553.812687449994,1117.5769486883949,2161.4407271387895,5519914.752138182,2.285133646007272,,,,,,,,,,
2005.9435999999978,0.8642421207043911,0.2737412107541997,68.17830799999993,20059435.99999998,22611885029.57333,9885042642.296309,2589.5030515506924,6033076470.100725,2637427976.180784,1011.985679176026,2665626946.7543783,2539.932393119107,1105.5990022419887,2157.6715360510675,5480339.828127167,2.2973360033506776,,,,,,,,,,
2006.0959999999977,0.8675799799599399,0.27560462736224395,68.18287999999993,20060959.999999978,22568838341.226707,9809035444.439327,2589.269401402804,5937649538.003706,2580665158.496209,1011.9839733500907,2665636433.959793,2527.4922045518874,1094.4257613023588,2154.5622387604385,5445639.262688871,2.309423164111369,,,,,,,,,,
2006.2483999999977,0.8710362598559741,0.27704376953881404,68.18745199999994,20062483.999999978,22524318252.110786,9730414278.756668,2589.027461810082,5861634999.978877,2532202584.879983,1011.9822674079087,2665645918.5046134,2517.0109743886455,1084.7166170611154,2152.1169164198323,5416901.896796169,2.3204318388779983,,,,,,,,,,
2006.4007999999976,0.8744102424444707,0.2783680039479049,68.19202399999992,20064007.999999978,22480910793.704765,9653745454.246258,2588.791283028887,5791593722.442752,2487024306.262951,1011.9805613494827,2665655400.3889737,2507.2105133710343,1075.5612930851516,2149.857629831336,5390145.6517640585,2.33107171993827,,,,,,,,,,
2006.5531999999976,0.8777912782833439,0.27987348080903185,68.19659599999993,20065531.999999978,22437464446.671,9576995164.377274,2588.554610520166,5714104506.844877,2438954337.3257155,1011.9788551748165,2665664879.613013,2496.5941482507155,1065.7471294662207,2147.3128661125347,5360968.736000027,2.342576469805867,,,,,,,,,,
2006.7055999999975,0.8811524012456424,0.28160862541446824,68.20116799999992,20067055.999999974,22394325195.4149,9500774351.75779,2588.319331912805,5627330840.555861,2387390557.7541203,1011.9771488839135,2665674356.1768646,2484.973599134958,1055.1350483071662,2144.407776567197,5328796.71054918,2.3551237380672654,,,,,,,,,,
2006.8579999999974,0.8839598497822925,0.28331600667338336,68.20573999999993,20068579.999999978,22358331200.28406,9437167974.334007,2588.1228105152395,5544329979.872932,2340191352.229901,1011.9754424767764,2665683830.0806613,2474.1090867532816,1045.3435348603691,2141.575032273819,5298490.247312608,2.366790441846238,,,,,,,,,,
2007.0103999999974,0.8851685482409039,0.2846048327511878,68.21031199999992,20070103.999999974,22342845494.85074,9409799675.484097,2588.038201623137,5485031177.226292,2310047957.113571,1011.9737359534089,2665693301.3245387,2466.864339058358,1039.097056948076,2139.4826379661135,5277813.423633109,2.374046122605492,,,,,,,,,,
2007.1627999999973,0.883613267267756,0.28519551910014945,68.21488399999993,20071627.999999974,22362772783.140686,9445017376.449196,2588.147071291257,5464577962.85879,2307989009.8903,1011.9720293138143,2665702769.9086323,2465.6771056425027,1038.8411425625618,2138.6290120018,5273168.592355684,2.373488115382389,,,,,,,,,,
2007.3151999999973,0.8785150108673925,0.28507405407501757,68.21945599999992,20073151.99999997,22428171197.16674,9560576447.144056,2588.5039492392825,5485780934.956573,2338453168.5563,1011.9703225579957,2665712235.8330717,2471.3843911308522,1045.5656828240158,2139.0751168956576,5286476.855352331,2.3636816239566873,,,,,,,,,,
2007.4675999999972,0.8699442360180168,0.28446894098865855,68.22402799999992,20074675.999999974,22538378630.496277,9755245879.529713,2589.1039034787386,5538918522.137364,2397400140.266503,1011.9686156859564,2665721699.097998,2482.883570543901,1058.3197923635103,2140.457898364483,5314507.749290101,2.346061737160712,,,,,,,,,,
2007.6199999999972,0.8589718104844084,0.2836862801265693,68.22859999999991,20076199.99999997,22679958097.735725,10005215616.220766,2589.8719732660916,5607882867.723357,2473905683.6125383,1011.9669086976996,2665731159.703543,2497.702384553858,1074.6259134166146,2142.24195510581,5350682.839559101,2.3242528896523456,,,,,,,,,,
2007.772399999997,0.8475130143999497,0.2829311807901012,68.23317199999991,20077723.99999997,22828409456.20166,10267193291.201046,2590.674088992004,5677873301.422171,2553652403.181964,1011.9652015932288,2665740617.6498427,2512.9486091947547,1091.3591101576917,2144.0081193564415,5387782.221639032,2.3025863675904588,,,,,,,,,,
2007.924799999997,0.8377982216780805,0.2822532322694997,68.2377439999999,20079247.99999997,22954750999.55446,10490064350.5934,2591.3541244825346,5739430627.250355,2622855574.2901087,1011.9634943725473,2665750072.937025,2526.113393086063,1105.6463789139175,2145.5660141178287,5419943.044013328,2.2847389918352357,,,,,,,,,,
2008.077199999997,0.8316174045139582,0.28163324141773954,68.24231599999992,20080771.99999997,23035367121.584126,10632236691.548565,2591.786781684023,5787312112.872691,2671199979.889748,1011.9617870356578,2665759525.565232,2535.4492097578727,1115.4543194047521,2146.8555475684407,5443243.201546708,2.2730193120870092,,,,,,,,,,
2008.229599999997,0.8296139182418691,0.28110338954224084,68.2468879999999,20082295.999999966,23061537909.570732,10678385076.427591,2591.927025723069,5817661411.757891,2693802514.0657454,1011.9600795825643,2665768975.5345926,2540.1114187330704,1119.9191463920126,2147.79296179827,5455633.427338307,2.268120361113943,,,,,,,,,,
2008.3819999999969,0.8310564301008663,0.28078754040870624,68.25145999999991,20083819.99999997,23042692968.665115,10645155029.096806,2591.8260498929394,5827091247.311654,2691972235.219133,1011.9583720132699,2665778422.8452487,2540.2029283898896,1119.4276311664535,2148.218890449893,5456911.916343298,2.269197988031594,,,,,,,,,,
2008.5343999999968,0.8342686854141568,0.28082447222502704,68.2560319999999,20085343.999999966,23000764142.72043,10571215171.394096,2591.601192021009,5814831814.25778,2672512874.466462,1011.9566643277775,2665787867.497326,2536.740192943312,1115.4315675404466,2147.998351228405,5448913.751937062,2.2742230601711273,,,,,,,,,,
2008.6867999999968,0.8375725537318169,0.28123423481068266,68.26060399999992,20086867.999999966,22957691158.67679,10495250019.112116,2591.369921238773,5785615231.997212,2644929664.5078616,1011.9549565260908,2665797309.490965,2531.352692901,1109.8707244721934,2147.1843621892604,5435280.9173827,2.2807635493807643,,,,,,,,,,
2008.8391999999967,0.8401976258323539,0.2818707194206719,68.2651759999999,20088391.999999966,22923504913.5374,10434952081.099825,2591.186166191735,5748632387.294014,2616820757.5381103,1011.9532486082128,2665806748.826296,2525.5587169129994,1104.2500031320058,2146.046647579661,5419966.8176967325,2.287125840841936,,,,,,,,,,
2008.9915999999967,0.842571838962686,0.2825339026942313,68.26974799999991,20089915.999999966,22892613843.86113,10380461607.231361,2591.019971272612,5711443041.619332,2589805411.465352,1011.9515405741471,2665816185.503457,2519.9053431631532,1098.834046371602,2144.8796049261196,5404893.576895002,2.2932537915838984,,,,,,,,,,
2009.1439999999966,0.8457644359132507,0.28314150971251417,68.2743199999999,20091439.999999963,22851116853.808353,10307255622.705517,2590.7964894860725,5674230760.729858,2559426188.5416,1011.9498324238965,2665825619.522579,2513.7102563578396,1092.6555535505581,2143.759463400932,5388790.150315101,2.3005513935197586,,,,,,,,,,
2009.2963999999965,0.8504557428298845,0.28385884321904314,68.2788919999999,20092963.999999966,22790227084.47042,10199822765.534527,2590.4680980019084,5627568363.322205,2518632205.553098,1011.9481241574646,2665835050.883797,2505.489604691415,1084.2588703282327,2142.3912442282704,5367738.991595838,2.310785434416543,,,,,,,,,,
2009.4487999999965,0.856152030915698,0.28504159236550175,68.2834639999999,20094487.999999963,22716432139.710983,10069593975.190662,2590.0693578359014,5557701645.735782,2463582250.223924,1011.9464157748548,2665844479.5872493,2494.0502175898323,1072.8831601372294,2140.2386814822903,5337862.749245082,2.324624255702574,,,,,,,,,,
2009.6011999999964,0.8611855422644702,0.2870077523881947,68.28803599999989,20096011.999999966,22651349170.286163,9954714142.308218,2589.717012041487,5456709886.445484,2398090580.331895,1011.9447072760698,2665853905.633065,2479.5933260334405,1059.3569126185396,2136.884129070423,5298603.624949802,2.34065903237874,,,,,,,,,,
2009.7535999999964,0.8634607368468326,0.289813150791507,68.29260799999989,20097535.999999963,22621969544.526093,9902847128.983698,2589.5577484207215,5329575901.10151,2333040688.921564,1011.9429986611135,2665863329.0213795,2463.9650477551418,1046.0019571767382,2132.3442470577347,5254021.6945320135,2.355602712642742,,,,,,,,,,
2009.9059999999963,0.8614535690231933,0.29316185231632746,68.29717999999988,20099059.999999966,22647886894.038464,9948602083.35693,2589.6982501683765,5194019141.831364,2281591651.2291074,1011.9412899299889,2665872749.752328,2449.980972639432,1035.663977131278,2127.1600971999123,5211501.763897629,2.3656137769952377,,,,,,,,,,
2010.0583999999963,0.8548580078984994,0.2964932274619915,68.30175199999988,20100583.999999963,22733182798.915764,10099157130.98123,2590.159939447105,5074094498.452004,2254153238.9278207,1011.9395810826994,2665882167.8260484,2440.3980023549702,1030.6131232859225,2122.2282917494213,5179081.683726489,2.3679089148158767,,,,,,,,,,
2010.2107999999962,0.8447340577783626,0.299213947178181,68.30632399999989,20102107.999999963,22864504313.71099,10330873723.550196,2590.8686159555145,4990309070.051459,2254772381.5413604,1011.937872119248,2665891583.2426662,2436.8566858527224,1031.6781706978613,2118.430515771284,5162311.565871684,2.3620318380918652,,,,,,,,,,
2010.3631999999961,0.8332158147906916,0.30089314450642285,68.31089599999987,20103631.999999963,23014501554.46572,10595441349.757177,2591.674892964652,4953458554.690047,2280478656.9226117,1011.9361630396384,2665900996.0023255,2439.4112052215287,1038.0542378802843,2116.342339018932,5162629.215887521,2.3499843420540603,,,,,,,,,,
2010.515599999996,0.8229707204225557,0.30135604178572484,68.31546799999988,20105155.999999963,23148454500.842865,10831631608.165232,2592.392049570421,4963085718.357859,2322328522.581973,1011.9344538438735,2665910406.1051536,2446.5886900283467,1047.5928935743766,2116.1116043120855,5177254.717947689,2.33543841795319,,,,,,,,,,
2010.667999999996,0.8165065382147132,0.3006532622923391,68.32003999999988,20106679.99999996,23233235398.971893,10981088248.989681,2592.84454232497,5010540852.345859,2368210467.889144,1011.9327445319568,2665919813.551289,2456.013876684603,1057.5344310161822,2117.538252922054,5200703.333587036,2.322396136383593,,,,,,,,,,
2010.820399999996,0.8153841031353756,0.29891136813847,68.32461199999989,20108203.999999963,23247977569.789864,11007074399.15006,2592.9231127805233,5086725961.565203,2408380296.26258,1011.9310351038913,2665929218.3408613,2465.6926110090153,1065.7592307215127,2120.346607826119,5228122.963694892,2.313555013114694,,,,,,,,,,
2010.972799999996,0.8196032452904284,0.2962457053075245,68.32918399999987,20109727.99999996,23192595047.994213,10909447881.92557,2592.62777282967,5187140183.585013,2439952725.081386,1011.9293255596806,2665938620.4740086,2474.9571508560916,1071.7102881987664,2124.352646439663,5257681.773245907,2.309352796282077,,,,,,,,,,
2011.1251999999959,0.8276071102321038,0.2927718917121308,68.33375599999988,20111251.99999996,23087771520.395203,10724641609.720581,2592.0675022837527,5311614910.929299,2467330648.9646664,1011.9276158993277,2665948019.950864,2484.4905504474095,1076.4162943667272,2129.446958577193,5290590.846264012,2.3081131003401194,,,,,,,,,,
2011.2775999999958,0.8368425592777043,0.28876799768689804,68.33832799999988,20112775.99999996,22967203701.05655,10512027386.272778,2591.4210208505606,5456157150.011617,2497268458.593053,1011.9259061228363,2665957416.7715597,2495.1716227442166,1081.4384467765922,2135.3133792143985,5327973.349481828,2.307271051978494,,,,,,,,,,
2011.4299999999957,0.8447511017550864,0.28478695747131677,68.34289999999987,20114299.99999996,22864282824.524746,10330482980.404564,2590.8674228771442,5605044442.469691,2532457136.8246226,1011.9241962302092,2665966810.936234,2506.7470949796207,1087.5317097693166,2141.2049853404196,5367459.376757978,2.304987590211363,,,,,,,,,,
2011.5823999999957,0.8495120639413876,0.2816168894751414,68.34747199999987,20115823.999999955,22802467035.299053,10221420253.404978,2590.534155524103,5729523977.487893,2568312995.9229927,1011.92248622145,2665976202.4450183,2517.333902189739,1093.9868613533465,2145.970447525929,5402124.160654308,2.3010641088281463,,,,,,,,,,
2011.7347999999956,0.8503372666185897,0.27999084381313927,68.35204399999986,20117347.999999955,22791763546.149433,10202533907.136444,2590.4763913366987,5799099631.017368,2595916305.3142896,1011.9207760965617,2665985591.298043,2524.37758135487,1099.2035996511495,2148.4952726196434,5423613.299847947,2.296551414274865,,,,,,,,,,
2011.8871999999956,0.847368318528588,0.2802059330641541,68.35661599999986,20118871.999999955,22830287959.22127,10270507605.09569,2590.684217702999,5799300286.4828825,2608892091.1967187,1011.9190658555477,2665994977.495451,2526.3845776770554,1101.996215676353,2148.304855240413,5427444.2544281185,2.292552861559947,,,,,,,,,,
2012.0395999999955,0.8414505012744572,0.2819181277094804,68.36118799999987,20120395.999999955,22907200317.5014,10406192051.9118,2591.098464910788,5742434990.333924,2608650578.280318,1011.9173554984113,2666004361.037374,2524.0835151660426,1102.5628332437932,2145.8986832310707,5416427.491560063,2.2892876841676832,,,,,,,,,,
2012.1919999999955,0.8339581460466562,0.28426739818903496,68.36575999999985,20121919.99999995,23004815376.007263,10578359676.795835,2591.622929776734,5662462645.970762,2603783840.3159566,1011.9156450251559,2666013741.9239397,2520.136513345946,1102.3908437036664,2142.563650040138,5399552.886633916,2.2860644459628543,,,,,,,,,,
2012.3443999999954,0.826629419169701,0.28626239313054525,68.37033199999986,20123443.999999955,23100559260.13916,10747188724.932314,2592.135940658121,5597732525.292227,2604261100.5013866,1011.9139344357843,2666023120.1552877,2517.6153012428217,1103.2093209612838,2139.777807479363,5387137.349369861,2.2820830584073497,,,,,,,,,,
2012.4967999999953,0.8212677560067079,0.2871756154910953,68.37490399999986,20124967.99999995,23170769874.009445,10870972619.734732,2592.5112570795304,5574440827.373914,2615346573.904199,1011.9122237303004,2666032495.731552,2518.4010133544393,1105.8587643849348,2138.601756832835,5385856.831569395,2.277326087617656,,,,,,,,,,
2012.6491999999953,0.8193016493913468,0.28672194523178723,68.37947599999987,20126491.99999995,23196551044.190147,10916421687.081318,2592.6488845426056,5600669741.252175,2635705304.1684155,1011.9105129087071,2666041868.6528625,2522.608969409546,1109.9431989239952,2139.4165037252064,5396911.261600017,2.2727369939786306,,,,,,,,,,
2012.8015999999952,0.8213237527618918,0.28500167397448745,68.38404799999985,20128015.99999995,23170035876.39149,10869678640.365128,2592.5073373066675,5670452119.991452,2660159553.4293776,1011.9088019710078,2666051238.919357,2529.170810906904,1114.3988414627695,2142.0341088543814,5417570.144081484,2.269538262967945,,,,,,,,,,
2012.9539999999952,0.8268111702203942,0.28235452455724924,68.38861999999986,20129539.99999995,23098181691.22739,10742996682.765198,2592.1232180845723,5770757399.766736,2683987355.865433,1011.9070909172059,2666060606.531171,2536.8073823850596,1118.3590032723914,2145.942044800533,5443841.621420482,2.2683300934335,,,,,,,,,,
2013.1063999999951,0.8341354000588016,0.27924401409943506,68.39319199999986,20131063.999999948,23002502899.607376,10574281544.243189,2591.610521995884,5886371678.113221,2705972983.4656763,1011.9053797473043,2666069971.488433,2544.7124303994256,1121.742786327358,2150.4873169808716,5472371.806937533,2.2685346956684618,,,,,,,,,,
